timestamp,open,high,low,close,volume,turnover
2019-01-01 00:00:00+00:00,3700.170853,3714.571764,3690.5661,3700.368284,3.06436044,11348.1603253
2019-01-01 01:00:00+00:00,3701.622819,3702.082234,3685.753131,3687.685134,3.63070365,13419.48679249
2019-01-01 02:00:00+00:00,3687.534508,3692.813102,3679.983792,3687.886662,1.98610005,7319.26356246
2019-01-01 03:00:00+00:00,3689.999999,3699.261284,3687.361524,3692.355821,4.56644038,16853.71235079
2019-01-01 04:00:00+00:00,3696.999985,3709.602927,3690.0,3697.033403,1.22285243,4526.63815056
2019-01-01 05:00:00+00:00,3694.637882,3703.28322,3693.647095,3698.258008,1.11731171,4133.81699908
2019-01-01 06:00:00+00:00,3703.256905,3711.445255,3699.798731,3705.394766,0.62884214,2329.32888928
2019-01-01 07:00:00+00:00,3707.426893,3723.577712,3699.381231,3717.134682,3.11561929,11576.02198085
2019-01-01 08:00:00+00:00,3712.134682,3727.968084,3699.882168,3715.30451,1.30472562,4854.97591785
2019-01-01 09:00:00+00:00,3715.30451,3719.0,3698.040315,3698.040317,3.78905441,14036.21542927
2019-01-01 10:00:00+00:00,3699.160362,3721.348047,3698.798125,3709.315708,1.28029497,4748.31340385
2019-01-01 11:00:00+00:00,3709.156039,3719.814781,3708.955645,3708.955645,0.53133438,1973.79850289
2019-01-01 12:00:00+00:00,3707.063234,3722.619963,3705.032826,3715.305533,2.73711847,10165.0834215
2019-01-01 13:00:00+00:00,3720.29459,3745.829058,3708.422063,3716.199001,4.17326082,15562.60279701
2019-01-01 14:00:00+00:00,3706.723809,3713.319345,3685.157522,3696.0,5.95522962,22017.45214377
2019-01-01 15:00:00+00:00,3686.470448,3688.544679,3670.098531,3683.507745,8.36391405,30788.85201828
2019-01-01 16:00:00+00:00,3679.570498,3699.99999,3678.466277,3691.748246,3.25864984,12040.78419477
2019-01-01 17:00:00+00:00,3688.990758,3698.627553,3679.161868,3683.840628,1.66971682,6159.29678244
2019-01-01 18:00:00+00:00,3682.222874,3682.47023,3645.525763,3661.411358,3.43577434,12590.93924796
2019-01-01 19:00:00+00:00,3661.585637,3698.173758,3658.786733,3691.398599,6.76630473,24890.80904726
2019-01-01 20:00:00+00:00,3691.398599,3730.2019,3691.398599,3720.281812,13.29342258,49318.24582697
